科號,課程中文名稱,課程英文名稱,學分數,人限,新生保留人數,通識對象,通識類別,授課語言,備註,停開註記,教室與上課時間,授課教師,擋修說明,課程限制說明,第一二專長對應,學分學程對應,不可加簽說明,必選修說明
11110MATH103004,微積分Ｂ一,Calculus I,3,140,110, ,,中,"演習課時間M19:00-21:00,地點生二105、107、109",,"GEN IV綜四224	T3T4R3R4
","黃柏鈞	HUANG, PO-CHUN
",,"生科院,大學部1年級優先，第3次選課起開放全校修習",化學工程(第二專長)	化學工程(第一專長)	資訊工程(第二專長)	資訊工程(第一專長)	醫學科學(第一專長)	經濟(第一專長)	電機資訊(第一專長)	工業工程與工程管理(第一專長)	生命科學(第一專長),(跨領域)音樂科技與健康學分學程,《不接受加簽 No extra selection》,醫科系111B  必修	生科系111B  必修	生科院學士班111B  必修	
11110MATH103005,微積分Ｂ一,Calculus I,3,170,135, ,,中,"演習課時間為R19:00-21:00，地點資電127,128,129,131",,"GEN IV綜四121	T3T4R3R4
","顏東勇	YAN, DUNG-YUNG
",,資工系大學部1年級優先，第3次選課起開放全校修習,化學工程(第二專長)	化學工程(第一專長)	資訊工程(第二專長)	資訊工程(第一專長)	醫學科學(第一專長)	經濟(第一專長)	電機資訊(第一專長)	工業工程與工程管理(第一專長)	生命科學(第一專長),(跨領域)音樂科技與健康學分學程,《不接受加簽 No extra selection》,資工系111BA 必修	資工系111BB 必修	資工系111BC 必修	
11110MATH103006,微積分Ｂ一,Calculus I,3,120,110, ,,中,"演習課時間W19:00-21:00,地點台積103、104、206",,"MXIC旺宏懷樸	T3T4R3R4
","宋瓊珠	SUNG, CHIUNG-JUE
",,"經濟系大學部1年級,科管院學士班大學部1年級優先，第3次選課起開放全校修習",化學工程(第二專長)	化學工程(第一專長)	資訊工程(第二專長)	資訊工程(第一專長)	醫學科學(第一專長)	經濟(第一專長)	電機資訊(第一專長)	工業工程與工程管理(第一專長)	生命科學(第一專長),(跨領域)音樂科技與健康學分學程,《不接受加簽 No extra selection》,經濟系111BA 必修	經濟系111BB 必修	科管院學士班111B  必修	
11110MATH103007,微積分Ｂ一,Calculus I,3,110,100, ,,英,"教師為李卓彥。Recitation courses in EDU 114&313, 7-9 pm every Wed",,"DELTA台達107	T3T4R3R4
","聘任中	
",,國際學士班大學部1年級優先，第3次選課起開放全校修習,化學工程(第二專長)	化學工程(第一專長)	資訊工程(第二專長)	資訊工程(第一專長)	醫學科學(第一專長)	經濟(第一專長)	電機資訊(第一專長)	工業工程與工程管理(第一專長)	生命科學(第一專長),(跨領域)音樂科技與健康學分學程,《不接受加簽 No extra selection》,
11110MATH103008,微積分Ｂ一,Calculus I,3,88,70, ,,中,"演習課時間R19:00~21:00,地點綜三119,201",,"MXIC旺宏243	T3T4R3R4
","廖軒毅	LIAO, HSUAN-YI
",,"化工系大學部1年級,工工系大學部1年級,工學院學士班大學部1年級,材料系大學部1年級優先，第3次選課起開放全校修習",化學工程(第二專長)	化學工程(第一專長)	資訊工程(第二專長)	資訊工程(第一專長)	醫學科學(第一專長)	經濟(第一專長)	電機資訊(第一專長)	工業工程與工程管理(第一專長)	生命科學(第一專長),(跨領域)音樂科技與健康學分學程,《不接受加簽 No extra selection》,化工系111B  必修	工工系111B  必修	工學院學士班111B  必修	材料系111BA 必修	材料系111BB 必修	
11110MATH110000,學會學數學,Learning How to Learn Mathematics,1,110,110, ,,中, ,,"GEN III綜三 203	M2
","鄭志豪	TEH JYH HAUR
",,"數學系大學部1年級,理學院學士班大學部1年級優先，第3次選課起開放全校修習",,,《不接受加簽 No extra selection》,數學系111BA 選修	數學系111BB 選修	
11110MATH141000,線性代數一,Linear Algebra I,3,120,110, ,,中,演習課時間為T19:00-21:00,,"GEN III綜三 201	T7W5W6
","卓士堯	JOW, SHIN-YAO
",,"數學系大學部,理學院學士班大學部優先，第3次選課起開放全校修習",數學(第二專長)	數學(第一專長),(跨領域)金融數學學分學程/(跨領域)音樂科技與健康學分學程,,數學系111BA 必修	數學系111BB 必修	理學院學士班111B  必修	
11110MATH160000,基礎數論,Basic Number Theory,3,111,70, ,,中,演習課時間為W 19:00-21:00，地點為綜三118、119。,,"GEN III綜三 101	T5T6R2
","魏福村	WEI, FU-TSUN
",,數學系大學部1年級優先，第3次選課起開放全校修習,數學(第二專長)	數學(第一專長),,,數學系111BA 選修	數學系111BB 選修	
11110MATH171001,程式設計一,Introduction to Programming I,3,47,35, ,,中,限應數組,,"GEN III綜三315	R7R8R9
","聘任中	
",,限數學系大學部1年級清班,,(跨領域)人工智慧與應用基礎學分學程/(跨領域)音樂科技與健康學分學程,,數學系111BA 必修	
11110MATH171002,程式設計一,Introduction to Programming I,3,47,35, ,,中,限數學組,,"GEN III綜三315	W7W8W9
","未定	
",,限數學系大學部1年級華班,,(跨領域)人工智慧與應用基礎學分學程/(跨領域)音樂科技與健康學分學程,,數學系111BB 必修	
11110MATH201001,高等微積分一,Advanced Calculus I,4,50,0, ,,中,演習課時間為M19:00-21:00，地點為綜三107、201,,"GEN III綜三 119	T1T2F1F2
","江金城	JIANG, JIN-CHENG
","<div>
  擋修對象 : 全校 <br>
  先修科目 : <BR><BR>微積分一-成績需C-以上<BR>微積分Ａ一-成績需C-以上<BR>微積分Ｂ一-成績需C-以上<BR>微積分一(數學系)-成績需C-以上<BR>曾修微積分一(數學系)(基本科目免修測試)<BR>曾修微積分Ａ一(基本科目免修測試)<BR>曾修微積分Ｂ一(基本科目免修測試)<BR><br>上述條件任選一科，而且<br><BR>微積分二-成績需C-以上<BR>微積分Ｂ二-成績需C-以上<BR>微積分二(數學系)-成績需C-以上<BR>微積分Ａ二-成績需C-以上<BR><br>上述條件任選一科，則不擋修。</div>","數學系大學部2年級,理學院學士班大學部2年級優先，第3次選課起開放全校修習",數學(第二專長)	數學(第一專長)	計量財務金融(第二專長)	計量財務金融(第一專長),,,數學系110BA 必修	數學系110BB 必修	理學院學士班110B  必修	
11110MATH201002,高等微積分一,Advanced Calculus I,4,110,0, ,,中,演習課時間為M19:00-21:00，地點為綜三115、203,,"GEN III綜三 203	T1T2F1F2
","邱鴻麟	CHIU,HUNG-LIN
","<div>
  擋修對象 : 全校 <br>
  先修科目 : <BR><BR>微積分一-成績需C-以上<BR>微積分Ａ一-成績需C-以上<BR>微積分Ｂ一-成績需C-以上<BR>微積分一(數學系)-成績需C-以上<BR>曾修微積分一(數學系)(基本科目免修測試)<BR>曾修微積分Ａ一(基本科目免修測試)<BR>曾修微積分Ｂ一(基本科目免修測試)<BR><br>上述條件任選一科，而且<br><BR>微積分二-成績需C-以上<BR>微積分Ｂ二-成績需C-以上<BR>微積分二(數學系)-成績需C-以上<BR>微積分Ａ二-成績需C-以上<BR><br>上述條件任選一科，則不擋修。</div>","數學系大學部2年級3年級4年級,理學院學士班大學部2年級3年級4年級優先，第3次選課起開放全校修習",數學(第二專長)	數學(第一專長)	計量財務金融(第二專長)	計量財務金融(第一專長),,,數學系110BA 必修	數學系110BB 必修	
11110MATH241000,代數一,Algebra I,3,110,0, ,,中,"演習課時間為W19:00-21:00，地點為綜三101,107,115",,"GEN III綜三 203	M3M4W2
","張介玉	CHANG, CHIEH-YU
",,數學系大學部2年級3年級4年級優先，第3次選課起開放全校修習,數學(第二專長)	數學(第一專長),,,數學系110BA 必修	數學系110BB 必修	理學院學士班110B  必修	
11110MATH281000,機率論,Probability Theory,3,100,0, ,,中, ,,"GEN III綜三 203	T3T4R4
","黃榮臣	HUWANG, LONG-CHEEN
",,"限數學系,理學院學士班",數據科學(第二專長)	工業工程與工程管理(第二專長)	數學(第二專長)	數學(第一專長),(跨領域)生物資訊學分學程/(跨領域)金融數學學分學程/(跨領域)數據科學學分學程/(跨領域)人工智慧與應用基礎學分學程/(跨領域)音樂科技與健康學分學程/(跨領域)神經科學學分學程,,數學系110BA 必修	理學院學士班110B  必修	
11110MATH301000,微分方程,Differential Equations,3,79,0, ,,中,本課程上150分鐘，其餘時間由教授彈性運用。演習課時間T19:00-21:00，地點綜三101、107,,"GEN III綜三 201	M1M2R1R2
","蔡東和	TSAI, DONG-HO
","<div>
  擋修對象 : 全校 <br>
  先修科目 : <BR><BR>微積分Ａ一-成績需C-以上<BR>微積分Ｂ一-成績需C-以上<BR>微積分一(數學系)-成績需C-以上<BR>曾修微積分一(數學系)(基本科目免修測試)<BR>曾修微積分Ａ一(基本科目免修測試)<BR>曾修微積分Ｂ一(基本科目免修測試)<BR>微積分一-成績需C-以上<BR><br>上述條件任選一科，而且<br><BR>微積分Ｂ二-成績需C-以上<BR>微積分二(數學系)-成績需C-以上<BR>微積分Ａ二-成績需C-以上<BR>微積分二-成績需C-以上<BR><br>上述條件任選一科，則不擋修。</div>",數學系大學部3年級4年級優先，第3次選課起開放全校修習,數學(第二專長)	數學(第一專長),(跨領域)金融數學學分學程,,數學系108B A必修	數學系108B B必修	數學系108BA 必修	數學系108BB 必修	數學系109B A必修	數學系109B B必修	數學系109BA 必修	數學系109BB 必修	理學院學士班109B  必修	
11110MATH331000,高等線性代數,Advanced Linear Algebra,3,111,0, ,,中,本課程為 16 週課程,,"GEN III綜三 101	W5W6W7
","廖軒毅	LIAO, HSUAN-YI
","<div>
  擋修對象 : 大學部 <br>
  先修科目 : <BR><BR>線性代數一-成績需C-以上<BR><br>上述條件一定要有，則不擋修。</div>",數學系大學部3年級4年級優先，第3次選課起開放全校修習,數學(第二專長)	數學(第一專長),(跨領域)音樂科技與健康學分學程,,數學系108BA 選修	數學系108BB 選修	數學系109BA 選修	數學系109BB 選修	
11110MATH351000,拓樸學導論,Introduction to Topology,3,50,0, ,,中, ,,"GEN III綜三 631	T5T6R6
","程守慶	CHEN, SO-CHIN
",,數學系大學部3年級4年級優先，第3次選課起開放全校修習,數學(第二專長)	數學(第一專長),,,數學系108BA 選修	數學系108BB 選修	數學系109BA 選修	數學系109BB 選修	
11110MATH361000,幾何一,Geometry I,3,110,0, ,,中,本課程上150分鐘，其餘時間由教授彈性運用。演習課時間W19:00-21:00，地點綜三203,,"GEN III綜三 203	T8T9R7R8
","陳俊成	CHEN, JIUN-CHENG
","<div>
  擋修對象 : 全校 <br>
  先修科目 : <BR><BR>工程數學-成績需C-以上<BR>工程數學一-成績需C-以上<BR>應用數學-成績需C-以上<BR>線性代數一-成績需C-以上<BR>應用數學一-成績需C-以上<BR>線性代數-成績需C-以上<BR><br>上述條件任選一科，而且<br><BR>微積分二-成績需C-以上<BR>微積分Ｂ二-成績需D以上<BR>微積分二(數學系)-成績需C-以上<BR>微積分Ａ二-成績需D以上<BR><br>上述條件任選一科，則不擋修。</div>",數學系大學部3年級4年級優先，第3次選課起開放全校修習,數學(第二專長)	數學(第一專長),,,數學系108B B必修	數學系108BA 選修	數學系108BB 必修	數學系109B B必修	數學系109BA 選修	數學系109BB 必修	
11110MATH481000,數值分析一,Numerical Analysis I,3,55,0, ,,中,"本課程上150分鐘,其餘時間由教授彈性運用,數學系應數組優先加簽",,"GEN III綜三 201	T5F5F6
GEN III綜三315	T6
","朱家杰	CHU, CHIA-CHIEH
",,數學系大學部3年級4年級優先，第3次選課起開放全校修習,數學(第二專長)	數學(第一專長),(跨領域)金融數學學分學程/(跨領域)神經科學學分學程,,數學系108B A必修	數學系108BA 必修	數學系108BB 選修	數學系109B A必修	數學系109BA 必修	數學系109BB 選修	
11110MATH503000,泛函分析一,Functional Analysis I,3,,0, ,,英, ,,"GEN III綜三 107	W5W6R5
","黃皓瑋	HAO-WEI HUANG
","<div>
  擋修對象 : 大學部 <br>
  先修科目 : <BR><BR>高等微積分一-成績需C-以上<BR>線性代數一-成績需C-以上<BR>高等微積分二-成績需C-以上<BR>線性代數二-成績需C-以上<BR><br>上述條件一定要有，則不擋修。</div>",,,,,數學系111D  選修	數學系111MA 選修	數學系111MB 選修	
11110MATH513000,實變數函數論一,Real Analysis I,3,40,0, ,,英, ,,"GEN III綜三 118	T4R3R4
","蔡志強	TSAI, JE-CHIANG
",,數學系碩士班博士班優先，第3次選課起開放全校修習,,,,數學系108BA 選修	數學系108BB 選修	數學系111D  選修	數學系111MA 必修	數學系111MB 必修	
11110MATH523000,偏微分方程,Partial Differential Equations,3,,0, ,,英, ,,"GEN III綜三 606	M6W3W4
","蔡東和	TSAI, DONG-HO
",,,,,,數學系111D  選修	數學系111MA 選修	數學系111MB 選修	
11110MATH525000,常微分方程一,Ordinary Differential Equations I,3,15,0, ,,英,應數組常微分方程一與科學計算擇一必修,,"GEN III綜三 606	T5T6T7
","陳國璋	CHEN, KUO-CHANG
",,限數學系碩士班博士班,,,,數學系111D  選修	數學系111MA 選修	數學系111MB 必修	
11110MATH541000,近世代數一,Modern Algebra I,3,30,0, ,,英,數學組近世代數一與微分幾何一擇一必修,,"GEN III綜三 723	T2W3W4
","魏福村	WEI, FU-TSUN
",,數學系碩士班博士班優先，第3次選課起開放全校修習,,,,數學系111D  選修	數學系111MA 必修	數學系111MB 選修	
11110MATH542500,概形導論,Introduction to Schemes,3,,0, ,,英, ,,"GEN III綜三 723	T5T6W7
","卓士堯	JOW, SHIN-YAO
",,,,,,數學系111D  選修	數學系111MA 選修	數學系111MB 選修	
11110MATH547000,複變分析,Complex Analysis,3,,0, ,,英, ,,"GEN III綜三 631	M3M4T3
","程守慶	CHEN, SO-CHIN
",,,,,,數學系111D  選修	數學系111MA 選修	數學系111MB 選修	
11110MATH571000,微分幾何一,Differential Geometry I,3,,0, ,,英,數學組近世代數一與微分幾何一擇一必修,,"GEN III綜三 101	M4M5M6
","何南國	HO, NAN-KUO
",,數學系碩士班博士班優先，第3次選課起開放全校修習,,,,數學系111D  選修	數學系111MA 必修	數學系111MB 選修	
11110MATH576000,動態幾何,Dynamic Geometry,3,22,0, ,,英,請自備電腦，以便線上上課之用。,,"GEN III綜三315	F1F2F3
","全任重	CHUAN, JEN-CHUNG
",,數學系優先，第3次選課起開放全校修習,,,,數學系108BA 選修	數學系108BB 選修	數學系111D  選修	數學系111MA 選修	數學系111MB 選修	
11110MATH601000,論文研究,Thesis,0,,0, ,,中,限數學系碩二以上同學，Selectable after successfully completing first year's coursework,,,"指導教授	
",,排除數學系碩士班1年級,,,,數學系111MA 必修	數學系111MB 必修	
11110MATH647500,函數體上的算術,Arithmetic of Function Fields,3,,0, ,,英,"上課時間為T的08:45-10:00, 和W的 10:30-11:45.",,"GEN III綜三 734	T1T2W3W4
","張介玉	CHANG, CHIEH-YU
",,,,,,數學系111D  選修	數學系111MA 選修	數學系111MB 選修	
11110MATH669000,調和分析,Harmonic Analysis,3,,0, ,,英,上課時間為T和F的 10:10-11:25 am。,,"GEN III綜三 119	T3T4F3F4
","江金城	JIANG, JIN-CHENG
",,,,,,數學系111D  選修	數學系111MA 選修	數學系111MB 選修	
11110MATH701000,論文研究,Thesis,0,,0, ,,中,限數學系博二以上同學，Selectable after successfully completing first year's coursework,,,"指導教授	
",,排除數學系博士班1年級,,,,數學系111D  必修	
11110MATH717200,學術演講,Disquisition,0,,0, ,,中,博一及碩士班必修,,"GEN III綜三 201	M7M8
","黃皓瑋	HAO-WEI HUANG
",,,,,,數學系111D  必修	數學系111MA 必修	數學系111MB 必修	
11110MATH724800,算子論一,Operator Theory I,3,,0, ,,英,"本課程上150分鐘,其餘時間彈性運用",,"GEN III綜三 107	R6R7F5F6
","李大中	LEE, TAI-CHUNG
",,,,,,數學系111D  選修	數學系111MA 選修	數學系111MB 選修	
11110MBA 500000,論文,Thesis,0,,0, ,,中,限MBA碩二以上同學修習,,,"指導教授	
",,排除MBA專班專班1年級,,,,MBA專班111P  必修	
11110MBA 500200,創新與創業,Innovation and Entrepreneurship,3,,0, ,,中, ,,"TSMC台積903	S2S3S4
","張元杰	CHANG, YUAN-CHIEH
陳信宏	Chen, Shin-Horng
",,限MBA專班,,,《不接受加簽 No extra selection》,MBA專班111P  必修	
11110MBA 500300,產業分析,Industrial Analysis,3,,0, ,,中, ,,"TSMC台積908	S5S6S7
","王弓	WANG, KUNG
",,"限EMBA專班,MBA專班",,,《不接受加簽 No extra selection》,MBA專班111P  必修	
11110MBA 500400,領導力,Leadership,2,50,25, ,,中, ,,"TSMC台積903	WaWb
","許朱勝	HSU, CHU-SHENG
",,限MBA專班,,,《不接受加簽 No extra selection》,MBA專班111P  選修	
11110MBA 500500,財務管理,Financial Management,3,,0, ,,中, ,,"TSMC台積908	S2S3S4
","張焯然	CHANG, JOW-RAN
林哲群	LIN, CHE-CHUN
",,限MBA專班,,,《不接受加簽 No extra selection》,MBA專班111P  必修	
11110MBA 501400,談判與策略銷售,Negotiation and Strategic Selling,2,50,20, ,,中,周日課程,,"TSMC台積901	MbMc
","周文德	CHOW, WEN-TEH
",,限MBA專班,,,《不接受加簽 No extra selection》,MBA專班111P  選修	
